locus_tag	old_locus_tag	start	end	width	category	category_name	big_category	big_category_name
SACI_RS08535	Saci_1785	1551050	1552651	1601	C	Energy production and conversion	3	METABOLISM
SACI_RS08540	Saci_1786	1552668	1553003	335	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08545	Saci_1787	1553063	1553362	299	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS08550	Saci_1788	1553564	1555882	2318	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08555	Saci_1789	1555924	1557159	1235	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS08560	Saci_1790	1557436	1557846	410	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08565	Saci_1791	1557834	1558100	266	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08570	Saci_1792	1558520	1559434	914	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS08575	Saci_1793	1559674	1559934	260	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS08580	Saci_1794	1560498	1561211	713	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08585	Saci_1795	1561258	1562364	1106	U	Intracellular trafficking, secretion, and vesicular transport	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08590		1562361	1562771	410	NA	NA	NA	NA
SACI_RS08595	Saci_1796	1562798	1563679	881	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08600		1563885	1564205	320	NA	NA	NA	NA
SACI_RS08605	Saci_1797	1564307	1564777	470	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08610	Saci_1798	1564898	1565779	881	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS08615	Saci_1799	1566017	1566946	929	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08620	Saci_1800	1566937	1567740	803	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08625	Saci_1801	1567823	1568215	392	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08630	Saci_1802	1568285	1570210	1925	C	Energy production and conversion	3	METABOLISM
SACI_RS08635	Saci_1803	1570415	1571125	710	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08640	Saci_1804	1571433	1571771	338	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08645	Saci_1805	1572053	1572943	890	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08650	Saci_1806	1573304	1574416	1112	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS08655	Saci_1807	1574483	1575121	638	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS08660	Saci_1808	1575279	1576562	1283	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08665	Saci_1809	1576764	1577747	983	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS08670	Saci_1810	1577770	1579347	1577	NA	NA	NA	NA
SACI_RS08675	Saci_1811	1579352	1580068	716	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS08680	Saci_1812	1580688	1580921	233	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08685	Saci_1813	1580918	1581340	422	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08690	Saci_1814	1581524	1581916	392	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08695	Saci_1815	1582040	1582345	305	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08705	Saci_1816	1582631	1584298	1667	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS08710	Saci_1817	1584608	1585231	623	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08715	Saci_1818	1585617	1586756	1139	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS08720	Saci_1819	1586796	1587611	815	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS08725	Saci_1820	1587618	1588829	1211	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS08730	Saci_1821	1588923	1589513	590	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS08735	Saci_1822	1589697	1590029	332	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS08740	Saci_1823	1590068	1590493	425	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08745	Saci_1824	1590621	1591208	587	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS08750	Saci_1825	1591473	1591985	512	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08755	Saci_1826	1592189	1592845	656	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08760	Saci_1827	1592842	1594047	1205	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08765	Saci_1828	1594148	1595446	1298	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS08770	Saci_1829	1595645	1595962	317	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS08775	Saci_1830	1596206	1596817	611	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS08780	Saci_1831	1596802	1597425	623	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS08785	Saci_1832	1597685	1598296	611	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS08790	Saci_1833	1598347	1598922	575	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08795	Saci_1834	1598965	1599327	362	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS08800	Saci_1835	1599696	1600976	1280	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS08805	Saci_1836	1600977	1602209	1232	Q	Secondary metabolites biosynthesis, transport and catabolism	3	METABOLISM
SACI_RS08810	Saci_1837	1602333	1603421	1088	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS08815	Saci_1838	1603570	1605627	2057	C	Energy production and conversion	3	METABOLISM
SACI_RS08820	Saci_1839	1605917	1607575	1658	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS08825	Saci_1840	1607933	1608490	557	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08830	Saci_1841	1608625	1610133	1508	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS08835	Saci_1842	1610285	1611094	809	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS12140	Saci_1843	1611244	1611678	434	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS12145	Saci_1844	1611697	1612227	530	NA	NA	NA	NA
SACI_RS08850	Saci_1845	1612674	1613114	440	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08855	Saci_1846	1613165	1616359	3194	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS08860	Saci_1847	1616590	1617324	734	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS08865	Saci_1848	1617462	1618676	1214	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS08870	Saci_1849	1618954	1620429	1475	NA	NA	NA	NA
SACI_RS08875	Saci_1850	1620502	1621581	1079	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS08880	Saci_1851	1621578	1621943	365	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS08890	Saci_1852	1622707	1623654	947	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS08900	Saci_1853	1623880	1626798	2918	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08905	Saci_1854	1626981	1627814	833	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08910	Saci_1855	1628134	1629138	1004	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08915	Saci_1856	1629734	1630903	1169	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08920	Saci_1857	1631234	1632679	1445	C	Energy production and conversion	3	METABOLISM
SACI_RS08925	Saci_1858	1633061	1634449	1388	C	Energy production and conversion	3	METABOLISM
SACI_RS08930	Saci_1859	1634446	1635378	932	C	Energy production and conversion	3	METABOLISM
SACI_RS08935	Saci_1860	1635417	1636394	977	C	Energy production and conversion	3	METABOLISM
SACI_RS08940	Saci_1861	1636440	1638038	1598	C	Energy production and conversion	3	METABOLISM
SACI_RS08945	Saci_1862	1638061	1638354	293	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS08950	Saci_1863	1638716	1639111	395	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS08955	Saci_1864	1639369	1640214	845	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08960	Saci_1865	1640585	1641595	1010	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS08965		1641753	1642121	368	NA	NA	NA	NA
SACI_RS08970	Saci_1866	1642858	1643517	659	NA	NA	NA	NA
SACI_RS08975	Saci_1867	1644024	1644833	809	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS08985	Saci_1868	1645355	1645846	491	NA	NA	NA	NA
SACI_RS08990	Saci_1869	1646618	1648768	2150	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS08995		1649097	1649285	188	NA	NA	NA	NA
SACI_RS09000	Saci_1871	1649867	1650301	434	NA	NA	NA	NA
SACI_RS09010	Saci_1872	1659678	1661693	2015	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09015	Saci_1873	1661804	1662571	767	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09020	Saci_1874	1662558	1663613	1055	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09025	Saci_1875	1663610	1666210	2600	NA	NA	NA	NA
SACI_RS09030	Saci_1876	1666289	1666954	665	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS09035	Saci_1877	1666935	1667798	863	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09040	Saci_1879	1668306	1668596	290	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09045	Saci_1880	1668607	1669086	479	NA	NA	NA	NA
SACI_RS09050	Saci_1881	1669823	1670740	917	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09055	Saci_1882	1676838	1677062	224	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09060	Saci_1883	1677052	1677447	395	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09065	Saci_1884	1677929	1678819	890	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09070	Saci_1885	1678816	1680063	1247	C	Energy production and conversion	3	METABOLISM
SACI_RS09075		1680334	1680588	254	NA	NA	NA	NA
SACI_RS11985	Saci_1886	1680857	1682047	1190	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS09085	Saci_1887	1682917	1684107	1190	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS09090	Saci_1888	1684094	1684540	446	NA	NA	NA	NA
SACI_RS09105	Saci_1891	1686232	1686642	410	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09110	Saci_1892	1686895	1687158	263	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09115	Saci_1893	1687155	1688339	1184	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09120	Saci_1895	1688336	1688653	317	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09125	Saci_1896	1688650	1689336	686	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09130	Saci_1897	1689322	1689693	371	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09135	Saci_1898	1689690	1690427	737	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09140	Saci_1899	1690424	1693081	2657	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09145	Saci_1900	1694067	1694750	683	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS09155	Saci_1901	1696766	1697422	656	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09160	Saci_1902	1697964	1698386	422	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09165	Saci_1903	1698637	1699764	1127	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS09170	Saci_1904	1700297	1701406	1109	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS12090	Saci_1905	1701689	1703074	1385	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS09180	Saci_1906	1703744	1705636	1892	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS12095		1706495	1706635	140	NA	NA	NA	NA
SACI_RS09185	Saci_1907	1706780	1707844	1064	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09190	Saci_1908	1707990	1709516	1526	NA	NA	NA	NA
SACI_RS09195	Saci_1909	1709614	1710348	734	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09200	Saci_1910	1710351	1711319	968	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09205	Saci_1911	1711453	1712238	785	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09210	Saci_1912	1712336	1714591	2255	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09215	Saci_1913	1714741	1715088	347	NA	NA	NA	NA
SACI_RS09220	Saci_1914	1715286	1716353	1067	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09225	Saci_1915	1716446	1717402	956	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09230	Saci_1916	1717417	1718739	1322	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09235	Saci_1917	1718771	1721044	2273	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09240	Saci_1918	1721168	1721947	779	Q	Secondary metabolites biosynthesis, transport and catabolism	3	METABOLISM
SACI_RS09245	Saci_1919	1722653	1724938	2285	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09250	Saci_1920	1725044	1727362	2318	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS12100		1728919	1729074	155	NA	NA	NA	NA
SACI_RS09255	Saci_1921	1729694	1730845	1151	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09260	Saci_1922	1731075	1732388	1313	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09265	Saci_1923	1732671	1733780	1109	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS12105		1733970	1734134	164	NA	NA	NA	NA
SACI_RS09270	Saci_1924	1734304	1734618	314	NA	NA	NA	NA
SACI_RS09275		1734967	1735197	230	NA	NA	NA	NA
SACI_RS09280		1735255	1735434	179	NA	NA	NA	NA
SACI_RS11720		1735450	1735659	209	NA	NA	NA	NA
SACI_RS09285	Saci_1925	1735733	1736473	740	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS09290	Saci_1926	1737837	1738394	557	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09295	Saci_1927	1738494	1738892	398	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09300	Saci_1928	1739123	1739647	524	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09305	Saci_1929	1739634	1739975	341	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09310	Saci_1930	1740627	1741877	1250	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS09315	Saci_1931	1742374	1742790	416	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09320	Saci_1932	1743440	1743625	185	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09325	Saci_1933	1743815	1744156	341	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS12110		1744406	1744579	173	NA	NA	NA	NA
SACI_RS09330	Saci_1934	1745193	1746188	995	C	Energy production and conversion	3	METABOLISM
SACI_RS09335	Saci_1935	1746190	1747839	1649	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS09340	Saci_1936	1748008	1748289	281	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09345	Saci_1937	1748267	1748662	395	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09350	Saci_1938	1748995	1750431	1436	C	Energy production and conversion	3	METABOLISM
SACI_RS09355	Saci_1939	1750538	1751416	878	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS09360	Saci_1940	1751553	1752071	518	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS09365	Saci_1941	1752082	1753335	1253	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS09370	Saci_1942	1753532	1753918	386	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS11500		1754145	1754933	788	NA	NA	NA	NA
SACI_RS09380	Saci_1943	1755149	1756606	1457	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS09385	Saci_1944	1756984	1757544	560	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09390	Saci_1945	1757884	1758276	392	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09395	Saci_1946	1758283	1758555	272	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09400	Saci_1947	1759516	1759740	224	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09405		1759822	1760028	206	NA	NA	NA	NA
SACI_RS09410	Saci_1948	1760591	1761829	1238	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS09415	Saci_1949	1762556	1763086	530	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09420	Saci_1950	1763695	1764372	677	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09430	Saci_1952	1765335	1765583	248	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09435	Saci_1953	1765576	1765995	419	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09440	Saci_1954	1766204	1766599	395	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09445	Saci_1955	1766583	1766810	227	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS09450	Saci_1956	1766910	1767353	443	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS09455	Saci_1957	1767340	1769043	1703	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS09460	Saci_1958	1769620	1770117	497	NA	NA	NA	NA
SACI_RS09465	Saci_1959	1770138	1770809	671	NA	NA	NA	NA
SACI_RS11995	Saci_1960	1770815	1771582	767	NA	NA	NA	NA
SACI_RS09475	Saci_1961	1771579	1772433	854	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09480	Saci_1962	1772405	1772992	587	NA	NA	NA	NA
SACI_RS09485	Saci_1963	1773315	1773644	329	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS09490	Saci_1964	1773811	1774071	260	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09495	Saci_1965	1774515	1775249	734	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS09500	Saci_1966	1775246	1776781	1535	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS09505	Saci_1967	1776768	1777886	1118	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09510	Saci_1968	1777888	1779048	1160	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS09515	Saci_1969	1779041	1779385	344	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS09520	Saci_1970	1779782	1780024	242	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS12000		1780130	1780285	155	NA	NA	NA	NA
SACI_RS09525	Saci_1972	1780744	1782069	1325	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS09530	Saci_1973	1782228	1784474	2246	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS09535	Saci_1974	1784778	1785683	905	NA	NA	NA	NA
SACI_RS09540		1787219	1787317	98	NA	NA	NA	NA
SACI_RS09545	Saci_1975	1788086	1788946	860	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS09550	Saci_1976	1788954	1790069	1115	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS09555		1790751	1790999	248	NA	NA	NA	NA
SACI_RS09560	Saci_1977	1791620	1792051	431	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09565	Saci_1978	1792029	1792373	344	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09570	Saci_1979	1792832	1794064	1232	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS09575	Saci_1980	1795356	1795592	236	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09580	Saci_1981	1795579	1795983	404	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09585	Saci_1982	1796696	1797802	1106	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09590	Saci_1983	1798026	1798400	374	NA	NA	NA	NA
SACI_RS09595	Saci_1984	1799426	1799665	239	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS09600	Saci_1985	1799655	1800041	386	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09605	Saci_1986	1800311	1800781	470	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09610	Saci_1987	1800804	1801706	902	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS12115		1802254	1802412	158	NA	NA	NA	NA
SACI_RS09615	Saci_1988	1802907	1804157	1250	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS09620	Saci_1989	1804174	1805922	1748	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS12120		1806122	1806259	137	NA	NA	NA	NA
SACI_RS09625	Saci_1990	1806737	1807546	809	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09630	Saci_1991	1808144	1809382	1238	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS09635	Saci_1992	1809967	1810347	380	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS09640	Saci_1993	1810423	1810956	533	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09645	Saci_1994	1811358	1811666	308	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09655	Saci_1998	1813650	1814243	593	NA	NA	NA	NA
SACI_RS09660	Saci_1999	1814254	1815237	983	NA	NA	NA	NA
SACI_RS09665	Saci_2000	1815241	1816053	812	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09670	Saci_2001	1816157	1816741	584	NA	NA	NA	NA
SACI_RS09675	Saci_2002	1817055	1817375	320	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09680	Saci_2003	1817476	1817721	245	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09685	Saci_2004	1818507	1819094	587	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09695	Saci_2005	1819329	1819727	398	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS09700	Saci_2006	1819708	1820253	545	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS12005	Saci_2007	1820330	1821373	1043	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09710	Saci_2008	1821722	1822534	812	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09715	Saci_2009	1822930	1823295	365	NA	NA	NA	NA
SACI_RS09720	Saci_2010	1824407	1824703	296	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09725	Saci_2011	1824710	1825615	905	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS11955		1829337	1829474	137	NA	NA	NA	NA
SACI_RS09740	Saci_2016	1830318	1831514	1196	C	Energy production and conversion	3	METABOLISM
SACI_RS09745	Saci_2017	1831633	1832109	476	T	Signal transduction mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09750	Saci_2018	1832110	1833345	1235	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS09755	Saci_2019	1833342	1833983	641	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS09760	Saci_2020	1833962	1834594	632	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS09765	Saci_2021	1834584	1835204	620	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09770		1835546	1835902	356	NA	NA	NA	NA
SACI_RS09775	Saci_2022	1835913	1836542	629	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS09780	Saci_2023	1836565	1837788	1223	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS09785	Saci_2024	1838017	1838490	473	NA	NA	NA	NA
SACI_RS09790	Saci_2025	1838949	1840031	1082	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS09795	Saci_2026	1840247	1841509	1262	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS09800	Saci_2027	1841968	1842891	923	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09805	Saci_2028	1842996	1844063	1067	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS09810	Saci_2029	1844646	1844897	251	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09815	Saci_2030	1844869	1845270	401	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09820	Saci_2031	1845717	1846163	446	C	Energy production and conversion	3	METABOLISM
SACI_RS09825	Saci_2032	1846165	1847460	1295	C	Energy production and conversion	3	METABOLISM
SACI_RS09830	Saci_2033	1847704	1849197	1493	C	Energy production and conversion	3	METABOLISM
SACI_RS09835	Saci_2034	1849204	1850085	881	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS09840	Saci_2035	1850246	1851289	1043	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09845	Saci_2036	1851278	1852822	1544	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS09850	Saci_2037	1852813	1853889	1076	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09855	Saci_2038	1853894	1854283	389	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09860	Saci_2039	1854280	1855647	1367	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS09865	Saci_2040	1855837	1856316	479	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS09870	Saci_2041	1856455	1858497	2042	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS09875	Saci_2042	1858503	1860227	1724	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS09880	Saci_2043	1861364	1862125	761	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09885	Saci_2044	1862122	1863063	941	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09890	Saci_2045	1863070	1863675	605	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09895	Saci_2046	1863675	1866395	2720	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
